Rev,HA,DW
0.9816350502377692,0.1246997743518402,0.00011363910223176045
0.924654578662853,0.1322373400088154,0.0007310120453121482
0.5453596318844669,0.0234504149678793,0.10271249349463676
0.18097291430838247,0.3272489507668598,0.09074241456756903
0.8564314597199892,0.14353976690913692,0.0022706685440042943
0.05165206632234788,0.5198787596918326,0.22094581057085053
0.6045619702681011,0.0376485586471882,0.03764910295093682
0.30642665297285704,0.11083469239084687,0.15158795880790787
0.0031764178899508283,0.9348761070321391,0.8486032940491853
0.7863634463140626,0.00011096267174886363,0.04717466550794355
0.7866234088752269,9.932683812346517e-05,0.04720881683562305
0.7150342774763169,0.02661349633984789,0.042526557446933254
0.008104637664829762,0.8721817382162022,0.6688073437766672
0.8080183007911216,0.00023618943454017347,0.044576777743809685
0.6639586359899126,0.18524050568332898,0.011210254341807339
0.14409108290834327,0.2131863140887118,0.21062081356044998
0.8689770164369434,0.002642008564335312,0.0387436651552727
0.021484512885550266,0.6068489036887103,0.6626708934405049
0.5815988256456585,0.016435893806285903,0.09509096573017137
0.053721057657471705,0.5710831834145853,0.21172876614469577
0.16292154233826164,0.19677698688826062,0.19627598786108916
0.5649122929365664,0.022598749722226395,0.09137399051617441
0.5920819910885914,0.07428145973034446,0.0426472404950297
0.7792300618367014,0.15884656719149498,0.005162697548129765
0.37642633148538823,0.17272291219727412,0.04544951468308468
0.7137743437040327,0.1731216901577513,0.008352260094559371
0.4579263980277931,0.0474227518587056,0.11079552453676517
0.0383404296119287,0.6455542274087159,0.27291682300849424
0.48049656306506316,0.04012277088914534,0.11767589580825581
0.7886922107841371,0.0713868907868202,0.0094807773167145
0.7863952444677627,0.00011006634012739934,0.0471805081013782
0.8862573527872304,0.13783523918594023,0.00145701741016809
0.00401244919596701,0.866863134213918,0.8322372339080351
0.7694798523741443,0.16222268637074932,0.005543743867172335
0.009854396975518813,0.7618847958145811,0.682393570286521
0.9825966976347561,0.12377804839689097,0.00019308601409551227
0.9819395747539014,0.12459152612687448,7.055609390659067e-05
0.8219298474630483,0.14995709504417423,0.0034613243478158855
0.8862483399227041,0.13809239191119793,0.0014330542187338622
0.9851379047445394,0.12157971949182388,0.00020769769503529328
0.6635925787437775,0.00536257001383815,0.07516292895151694
0.7915367200652328,9.807308792312064e-05,0.046674672092301896
0.7860141914155472,0.00021120797912281227,0.04682379398472587
0.011578416224622074,0.7935877227088438,0.5871715952583225
0.7767819045887716,6.547994403719186e-05,0.050936149090409104
0.013371997389792853,0.7844977230483337,0.5694949937939897
0.912888459038973,0.13340569817184408,0.0009651659532136511
0.7862611451659562,0.0001494598539396503,0.04695676262511823
0.016438537721001917,0.6567306907743705,0.6566194265844497
0.4078153066228536,0.06540128564312445,0.13276517657724055
0.25615516616567097,0.3136798039610129,0.06370012564666866
0.2564639673036096,0.20435544132964958,0.07178984935119001
0.008756485687748268,0.7707919703339614,0.7707651640641011
0.5620763527227742,0.20139081248252338,0.018581262118192762
0.6073314693780929,0.20123091140814572,0.01495093205959212
0.006271517241345377,0.8009969106533142,0.8899886762911279
0.5516015795331394,0.21892851330651852,0.019306672738537325
0.4619362096379778,0.248037320992639,0.027914067767431064
0.9411511179563826,0.12956818386246194,0.0005014729930547856
0.028066000305049892,0.7139891928466598,0.3482405656517005
0.24174127677727525,0.14516702823875935,0.16366895965834308
0.08184657114675843,0.31122089460292784,0.33545078845609355
0.8083959834308356,0.00021099340558531333,0.04477063190553147
0.01854932776934787,0.6351046708077963,0.6966670274149367
0.6991538638996455,0.0037423247338852048,0.06553308132108605
0.7865927229894197,8.854758281014051e-05,0.04724202683511891
0.9536990216151411,0.12888070228100212,0.0003129764673968245
0.434280031863744,0.05548239096041539,0.12742289504797874
0.6116086993761269,0.03181798650603165,0.07734070437663415
0.0035176458048510563,0.8712466673457591,0.8711902428018755
0.24969281622020895,0.3128813114016582,0.06549404323997603
0.3535694553703938,0.2905744122864731,0.042373717302887075
0.07756915655135832,0.3224250205875087,0.3497722194163054
0.5900263479213127,0.07962794430191258,0.04230872521718
0.4699702700594437,0.23555362324512855,0.0270731153127228
0.6827425880751395,0.023110209596439297,0.06718627616196715
0.7866456818689992,8.111060258857419e-05,0.047353084286226005
0.29103009611952646,0.30759582467655117,0.0546941534212797
0.4979835279198528,0.03499578685270407,0.11317325710893497
0.7860425476808229,0.00023003790385224684,0.04676760755304883
0.5429460990429091,0.21909414803566302,0.020128134975099122
0.5463170591800828,0.21634676603076494,0.020128122568332706
0.3343933106835513,0.0972280199956064,0.1485949762046345
0.705292975682471,0.014702391046033403,0.06422971377471824
0.18683054945343402,0.3262381602597398,0.08810297709267924
0.7903049554912635,5.09966432875163e-05,0.0471881611028542
0.46520923670437714,0.24831891204227596,0.027526755994625937
0.786654033405944,8.084552631706544e-05,0.04735233548020128
0.29436032963002984,0.1168382299473593,0.15435817290105242
0.32606104163251975,0.10125528262844787,0.14825143069104688
0.786678794707218,8.005412072016317e-05,0.047354965210120004
0.13687183146583254,0.2204460462492655,0.21964745240869651
0.7861213928332375,0.00019761108599936476,0.04681962570271455
0.7236678959996036,0.08292242040665189,0.012378417365544911
0.6582132140993789,0.0059320387352683425,0.07576445832648179
0.04032179138709603,0.47207335651673676,0.5026161538763843
0.7852491055661854,0.0002817839561084873,0.0467659763766224
0.3917305886785916,0.24315186661660693,0.0370704624716372
0.7866358288310142,8.147070093438455e-05,0.04735235566099483
0.8789450882777734,0.13907794015570996,0.0016621499673135944
0.8441768990877099,0.018341695549925888,0.01834188976472332
0.7860203870891099,0.00015118404642753226,0.046963199348652784
0.008855215622627017,0.8453555982271811,0.6941358136803307
0.786641774474601,8.120165580225556e-05,0.04735283475912222
0.860472034591485,0.13404185661691956,0.004313230323347909
0.7668684360085362,0.00013555241789395375,0.051751318469803596
0.767449219245971,0.00013546777797264449,0.051673311662412465
0.7668677785755363,0.00014070208410210528,0.05134886025547339
0.050128197744819435,0.5882669083319428,0.2228167366234215
0.7448872346250524,0.17018594850313867,0.006686533040889915
0.7861802001842274,0.00014959889761034277,0.046965235500834215
0.6672444076728618,0.005003436109119623,0.07467956620683876
0.42603638428384477,0.11934298824380213,0.04599280056336541
0.08581575746054868,0.30129367584632655,0.3275891084291389
0.12472902550305807,0.23449324985808917,0.2386219155729689
0.7853874395814869,0.00026923945947481285,0.046764692221408985
0.8135557759203613,0.15131369533548927,0.0037165403010718016
0.8048842048443904,0.154740767058267,0.004085753333335828
0.6355252946364714,0.19108551392077022,0.01297501759735286
0.6614822033126921,0.1860102623645143,0.01136428998366208
0.37105164871200025,0.28317505712049734,0.03960841882350941
0.06159470705481534,0.40568011130904114,0.22712260383396718
0.7863981537530642,0.00010991779303594568,0.04717922106112279
0.07302348588022821,0.3351977083133729,0.36215843993430535
0.17700409882193732,0.1862718809605297,0.19101483727567076
0.014867159225971469,0.6706159848780316,0.7117238713194697
0.25198112356867974,0.1393428776138354,0.16105166559916329
0.16814598607977513,0.20062039011855246,0.1338939817412203
0.4416417976030954,0.05287967638618238,0.12519330323683844
0.7864220261241998,0.00011022922124300515,0.047174755263182315
0.009715012851019753,0.8014216487818411,0.6822232908434469
0.9247932405133821,0.1318192659540171,0.0007411354091835689
0.6719034447192288,0.004599472845661409,0.07299481070574608
0.9817108493640451,0.12244881924565428,0.00024984287474957476
0.6639197706256482,0.18644396650790393,0.0111452337809604
0.912881544802357,0.13354329194889444,0.0009786178362674244
0.9137664500717599,0.1330640073865526,0.0009785999495885325
0.49797527312025597,0.03498616303032269,0.1135305313809898
0.7863683291542125,0.00011057763147409844,0.047173906667338665
0.863535491758291,0.12696419958692456,0.002247409011053649
0.46191367950307805,0.2501175661555732,0.027886550306227265
0.7866774384925918,9.722920366016104e-05,0.04722075283844149
0.18097991564861046,0.3269835858261368,0.09074823293455458
0.4433596668515871,0.2555631960479955,0.030009086755740783
0.7917598601281969,8.77531352652934e-05,0.04677117058399517
0.3413503384287587,0.29492373024637747,0.04455540823804117
0.7867103330498426,0.12958006107620237,0.00526919806652558
0.7853888793064014,0.00026886513633952606,0.046764753249462464
0.7862525353017248,0.00021164702286296237,0.04678406286625556
0.03314531346835952,0.6535021668526568,0.31848913761371095
0.014281631261952107,0.784950028656362,0.5271825001950293
0.018189400041152052,0.7184048756244595,0.4837834578912347
0.05577616373615287,0.396495427120008,0.42802743957376155
0.6918929050266727,0.028028520631031298,0.02805583354576095
0.785379759982954,0.00015527948816483332,0.046985855248362324
0.36734494134924617,0.2848320644048529,0.04017263469230872
0.7945332181503064,0.15787417758585753,0.004428366676136201
0.039944448415899406,0.4755766951751488,0.505408448103011
0.4151771460601829,0.2561137749980288,0.03349228438376125
0.7864688270710014,0.00015992080981612,0.04689371241923455
0.0226456361461134,0.7048878495231724,0.4105041384005504
0.3739326571408286,0.08741167008656359,0.08734276577631285
0.6581915683183941,0.005890849776734659,0.07724257238207143
0.2519817568051822,0.13934360877458615,0.16102035110788263
0.5342274197684813,0.042928801799491365,0.09300680874800266
0.7357281987965627,0.16935958275072957,0.0072283229280378225
0.7845280647166867,0.00035925224870252836,0.04673828014975709
0.7866791580611779,9.77282849911254e-05,0.04721366550178093
0.6669056476749899,0.1868464983977756,0.010936818391588275
0.8219617029095657,0.1472499289755485,0.003547101031383132
0.07525888327784316,0.48562664939858907,0.17056901824764154
0.30312366432067916,0.3068033633844592,0.05197136271828445
0.010206716094740113,0.7328976474793858,0.7705455480367547
0.48681616747569434,0.03824263310612613,0.11687248621507543
0.791520420517933,8.679951488474875e-05,0.0467736708705058
0.5527128273108319,0.16054116424629666,0.020856381938700846
0.9952334820857206,0.10563428598698199,0.0004605076588591094
0.3343907465605574,0.09722545467960116,0.1487698957377756
0.7866013823906998,8.824371607380644e-05,0.047243791328013256
0.017473928540244925,0.6450132723199342,0.706894183855274
0.8967332728502768,0.13587294590891177,0.0013292385109162869
0.012445889403056102,0.8322944249346466,0.5638903876046962
0.981136003108472,0.1250909369921599,0.00012009259235485758
0.7866746706898622,9.744938445831477e-05,0.047220444589142894
0.7867027546755928,9.753127287740501e-05,0.0472134163777135
0.9758950365349021,0.12561921366156562,0.00010159708346184496
0.721401981292413,0.14984762591489892,0.00816498561235928
0.027645758178046334,0.5554690565519392,0.5934845878325983
0.9594834661602288,0.12626585979307106,0.0003130510926937465
0.0817684417212116,0.3144549888322277,0.2521199172443115
0.5961290370056281,0.2029296722672065,0.0157943567940884
0.9422806300866603,0.06636631599687119,0.004124317519790135
0.6364976544383321,0.13758379446487973,0.014525056092180083
0.6899219409690949,0.17925183921827287,0.009646682410977962
0.7842335071926242,6.218191024618685e-05,0.04854504779912024
0.7137616018488961,0.17342350888878996,0.008334377691028974
0.6672258731459091,0.005034624658686335,0.07378256570364583
0.7862418977504981,0.00018548782153425704,0.04687869747754548
0.0018582011842814615,0.9445266072229924,0.9717974854952748
0.09111542464598046,0.2908233954120201,0.3104604756419911
0.10128108423607032,0.38710674867264944,0.14200241313991904
0.9038188931828729,0.13568066760973307,0.0010969766947463197
0.7916843177191091,0.0001024918614185532,0.04664874637270023
0.76386625910265,0.00019557655238350727,0.05224433232603871
0.8524472500215414,0.14373286188246856,0.0024702005208837256
0.8135351558960134,0.15333012189583625,0.003670413298904224
0.014231335973643709,0.8265474247929901,0.5254300907496847
0.7943587524318175,0.005893570755286913,0.039882016590495575
0.30924101386617425,0.1094437746124107,0.15226782168070213
0.785995833823114,0.00018463222232721234,0.046899861042368755
0.29436262957333864,0.11684023883283226,0.154134174110818
0.09928954324135232,0.27645897165674316,0.21052662121374244
0.1032826825408551,0.4138783004752569,0.13966756505807504
0.6328159174552771,0.008692280701047592,0.08303966435350492
0.07758849912818834,0.3224361343488159,0.34886129433621765
0.7865543225576497,9.007915078078956e-05,0.04723563631574274
0.784042406326399,0.00012136366504742228,0.04713411441063144
0.6918507415149054,0.0030592601500958974,0.06868615781629751
0.6718422969445083,0.004627174274721901,0.07064595530300029
0.3673531578919254,0.2841228934126382,0.040181562976193706
0.6073397869853525,0.20024012061555344,0.014956430472028902
0.5857504433318717,0.01566598065112834,0.09480269216632897
0.05578028157226791,0.39649719517977416,0.4273031325976685
0.036935588945480595,0.4916091725983057,0.5216943025286388
0.7865800686473164,9.814984607709449e-05,0.04721433999261273
0.7792298041046724,0.1597620196605628,0.005162174194913483
0.5918742728655719,0.07473058184858293,0.0425395329432898
0.7866072562041141,8.89966710476364e-05,0.047233866407958944
0.786164439584625,0.00015018500988819782,0.04695887411747866
0.5620191001505589,0.2119923371227983,0.01849978460937855
0.7104441526949211,0.17518693465261986,0.008445277716072345
0.7665810575824197,0.16260666971778504,0.005719640365984298
0.9247751027263577,0.13319546109050748,0.0006815377060586678
0.5619915221330761,0.21490717967040185,0.018460688694503555
0.7303422992303935,0.17313707602278794,0.00737544992401797
0.03360379446696735,0.5133903716284015,0.5438851851886799
0.7866270507266545,7.457896063320665e-05,0.04736755709235263
0.6780526515507361,0.004157139354612349,0.07077270755142652
0.6853547947896884,0.18192457620811914,0.009890205767304526
0.6878159679617014,0.17973273273559842,0.009890209321777296
0.7270756254458046,0.001192336818628405,0.059487379823148966
0.8318677154112332,0.000816435163867333,0.04218694596549479
0.8368801921921049,0.005869161840312741,0.03606915454218792
0.698526935144859,0.0026432379044549234,0.06674802890362165
0.9804413657235652,0.12201503838346411,0.00026718561819918674
0.8004512296808152,0.15458280487667975,0.00429873461730935
0.01948865941709986,0.7856951276871369,0.44356136208250224
0.7449056478631825,0.1676691133402966,0.006722339784158924
0.3341066472983101,0.26612156257858743,0.04615001538558499
0.17118339708827401,0.19039937747617347,0.1912959690796602
0.912883741131642,0.13353092582501036,0.0009836605173383565
0.4914887405314362,0.036870942660724645,0.11537552557229727
0.7559176435114121,0.16806142851906825,0.006088496298188689
0.5863656321771273,0.20704932002184306,0.016576746469754978
0.03339065519872053,0.6762118077389001,0.3047220454455253
0.02006763039997416,0.6251398991102568,0.5781885734674866
0.7865915315014498,0.00012308119178759507,0.04713210381571558
0.7866272774689917,7.481597571621123e-05,0.04736753678107955
0.288479894627962,0.11989431530862911,0.1543512078160737
0.024613737745569193,0.5798354444610272,0.5794454669033708
0.038165007300661566,0.5436540806051919,0.3154797949383986
0.5961221114119316,0.20329481180319978,0.01578422140256746
0.6669169890007475,0.18561210194961003,0.01095595204613798
0.6688987501690793,0.17629968633163948,0.01296856687404863
0.5143942758386926,0.030635413763396138,0.1097547211224367
0.7847943170601906,0.0003231893138571879,0.04669633775997955
0.7866761955656526,9.778690762794932e-05,0.04721297222193436
0.9870732849892823,0.12144202303315835,0.00016693084184314468
0.7858853764115973,0.0002257127863905403,0.04681987422440255
0.8049254108211266,0.15308386166224322,0.004173025383112547
0.7530395715668037,0.0003579960347778547,0.05411765282149837
0.4789091388500209,0.10681887720577576,0.038154915237939804
0.6007484392156363,0.20060159672071567,0.015457904253723006
0.758250421536449,0.07668560169433515,0.010736479898610578
0.9955073921455077,0.10555814385373977,0.00047267702921189605
0.08905366229502096,0.3032263786138325,0.3137245480323192
0.7384869565300609,0.0007500893579111727,0.05768099793893222
0.0670492543208023,0.3546149785328925,0.3862158497214111
0.7854375674898894,0.00026246202967419006,0.04679289776105039
0.551709320439341,0.21511485130347308,0.01945686290945668
0.11386763366928214,0.25120408884765716,0.2534199739922454
0.5893932412708409,0.07986402663971498,0.042458566630498774
0.10324732852794713,0.2658269909793823,0.2657940958780772
0.7303470169330151,0.17266189762862233,0.007384326414662711
0.7865002029910523,0.00015952787672559362,0.04690334519620612
0.7865636557905514,0.00015954458599659266,0.04686485271888033
0.004681661400395852,0.8624241473500542,0.7935410735555222
0.5429248382542249,0.22165971130971313,0.02009871475951045
0.7668536221342328,0.00016163815571437724,0.05190560414756392
0.041922116793943996,0.4630055707874853,0.46292718626990365
0.016538203623724455,0.8069650931360063,0.4868480151688945
0.7470029917047512,0.16558202352842716,0.006721196574245293
0.27138045120969506,0.31092685642342943,0.059535060064407036
0.2877971543869835,0.2980851721513339,0.05940054297318757
0.7865953458396607,0.0001231846734863626,0.0471285103949149
0.1407150977355868,0.3525661167016759,0.11214409992558115
0.6899127316093028,0.18020917813548962,0.009630564843070321
0.8320569041677159,0.0008227075250607378,0.04207682424392665
0.7560239870547147,0.16366018201009097,0.006300159796644469
0.6717390677171865,0.004625182169500184,0.07222057619871038
0.786131539144487,0.000197978503072422,0.046818954104173104
0.769477241597471,0.1645064940248966,0.005496094505243432
0.7864039493772134,0.00018310128063698972,0.04687411281661674
0.8926500166001465,0.003978785506048015,0.037005680260174326
0.8926284613854295,0.003978870818612341,0.03683603636985274
0.8914762357475151,0.006652034795237858,0.0325090676933158
0.7561289808564541,0.1389757082359141,0.006514065434252215
0.7324429271931652,0.000954379755094978,0.05885299392333342
0.31353153945265305,0.303365920131943,0.04983761669724687
0.26342994754332494,0.3128031638025712,0.061807178682983535
0.1246727333151275,0.23445523519823008,0.23879247661205327
0.013117743910304179,0.817567737909701,0.5643215245975514
0.7999152561024663,0.00011304842632985984,0.046022142681893405
0.8001462569124709,0.00011308270673605447,0.04587538332285518
0.05692402186222859,0.4033536624678685,0.28394132772980113
0.13684130126384791,0.22042473500551915,0.22007982794512929
0.025313390230334173,0.5739885090002552,0.6160700317467411
0.7858997460756323,0.00022571186881882273,0.04681978267144907
0.10735783431354037,0.40429517950042404,0.13636199381984448
0.7866525569855755,8.110917039918093e-05,0.04735228658671999
0.03709358260085109,0.49167529289226536,0.5214203396932013
0.1770062918511705,0.18627367310821094,0.19079090817112931
0.012309888224851776,0.8241451357148564,0.5810611206928468
0.9775729549516232,0.06280856544650588,0.004248768862030177
0.07776541039944372,0.33786092146746716,0.34818311216781683
0.02618568876879896,0.6392317492503539,0.3815547497321413
0.7861649115730996,0.00015012725384720382,0.04696497491923735
0.00829613933326074,0.7682058375939407,0.8592341525693691
0.08990173533231204,0.2926839614717483,0.3189202805009829
0.7020710262659822,0.17702280906978018,0.008923944217285736
0.4740026115860355,0.06663935286798058,0.10283733186568514
0.7865930238558485,0.00012330718630077964,0.04712857137947555
0.9945832546131941,0.105599962983285,0.0005126864611228071
0.002529462327854338,0.9091950278422594,0.9091163308467097
0.8099936216357422,0.07840512395671208,0.007513571341171763
0.04370942934253415,0.4544716692197595,0.48354813471864794
0.607982631917581,0.01210451689224663,0.08817878520393205
0.9652630164275091,0.12673817011147698,0.00023326761446127592
0.7020415412717652,0.17992956798677448,0.008871254385356958
0.06028233469222728,0.3791580349745821,0.40999615571059866
0.7695089873459975,0.16160780720706577,0.005562108590072638
0.1665278929016626,0.19466463679895404,0.18930163384976254
0.004702153572121206,0.8339577021538993,0.8668581771078435
0.8967213571372166,0.1359846866755193,0.0012757495152846444
0.7791879168163963,0.16068403998670042,0.005074412670497912
0.037386745430510314,0.4893661173599558,0.4892439482786381
0.6043774374279502,0.2019475550132913,0.015161608898681995
0.5619885885126231,0.21503182385305578,0.018456533767844386
0.02376532791151336,0.6566003259519634,0.41133723734426897
0.602845660267898,0.012846217868285529,0.09180072550841994
0.9827734834198936,0.12119456328415142,0.0002906146112704499
0.666930771435885,0.18532970901519247,0.0109795032712487
0.7212728466075394,0.17145716180838436,0.007924639480149325
0.47364708940082556,0.042272885106922016,0.11982906694227438
0.8862381228578287,0.13901766225565537,0.0014045403010261826
0.7177698876446755,0.0015347456764087904,0.06209522435174618
0.37216138129772286,0.08016569080137378,0.1397403454042019
0.16558871819721713,0.20430344072476553,0.13195426856035866
0.42401495881607165,0.2636031425134028,0.03234819838917861
0.4282380395426962,0.25331520090183457,0.03420087474886951
0.7866832646128045,9.75361532433084e-05,0.04721294627105765
0.01045063536918031,0.8380711587780051,0.6326093429637775
0.576579697996271,0.21027104804684052,0.017291553658492022
0.023274838950514104,0.5910618147673061,0.6409956645824183
0.7245685354631276,0.0012598268678742522,0.0610985920237191
0.7865877194498989,8.914722077598898e-05,0.04723611407283338
0.008952565282861364,0.8678799665796232,0.645362061430094
0.7864603627109606,0.0001100017714805585,0.047169670504937596
0.7858804482302391,0.0001965017952096022,0.046853133097807344
0.4764591265877152,0.04138293292941698,0.11881015485625836
0.9410715931213999,0.1287471761807438,0.000573682768921781
0.8135304068690496,0.15371392856290483,0.0036593625433385653
0.48267175140050467,0.24018067633258308,0.025726833076310265
0.7866926997363877,9.687656968680157e-05,0.047221782943270674
0.4935331164215531,0.23528310881731154,0.024972936337257303
0.011729383997002211,0.8382259401150007,0.5808771502584377
0.5234537208794434,0.028618527442380744,0.09319722918909921
0.6918716673702779,0.0030962823572742073,0.06808182432246322
0.6355007180683159,0.19340292147744573,0.012936097945111186
0.5355357102891598,0.025579563006199006,0.10423092809103447
0.7722264205412331,0.00020821379457090016,0.05017820923201768
0.7957122126444407,0.0001757660024371914,0.04585427874495232
0.785375343135147,8.80712930639967e-05,0.04727845956961184
0.12322786803544188,0.2573391701987007,0.24272537527663415
0.6840909799994541,0.0903832674487242,0.014583965819294182
0.6581992997711248,0.005925038320491056,0.07652577950734385
0.021353084030634264,0.7694146010625285,0.41914657916924836
0.7852434865680379,0.00013206663167832558,0.04701913972977389
0.7668542095061356,0.00013676345905945712,0.05220982685457315
0.9276385676769914,0.13247451063965004,0.000613699240885438
0.014355468801684848,0.6991339838052153,0.6131513053566178
0.5918468432204053,0.07515866220272399,0.04247870748142291
0.9843044770212945,0.12142518973924601,0.00022841809137205704
0.2174681200533058,0.31850297517366716,0.07605582669748949
0.24438627892852588,0.303796053908799,0.07382355521041906
0.6853892304079297,0.17900473663611496,0.009950290250454257
0.27875920731023207,0.12492948123366036,0.15589266433284293
0.283310288402699,0.12255817712949117,0.1547427950647592
0.912800015713203,0.13399337782546897,0.0010130591976144744
0.010118108423421212,0.8517441712210997,0.6184412631935865
0.14199076271844532,0.3031647654251775,0.11316074195720578
0.10729176404289877,0.4044281350014077,0.13631225672447989
0.6635923486389622,0.005362774118194778,0.07522248372181942
0.786166142994145,0.00019719711065824814,0.04681225262370475
0.9064401078147826,0.005506679575718612,0.03616800132922459
0.9560600859721241,0.1289964242125167,0.00027072848891159407
0.6355539078715563,0.19068310175076392,0.013020684772572063
0.5949880199590083,0.01408950607866915,0.09341099500859816
0.5291220577594921,0.2262375716187304,0.021320134004420257
0.4004142947931943,0.27196455708936224,0.03541113647111172
0.8135333634998353,0.15359917506981777,0.003665986816862181
0.14064361636778144,0.3561777477273442,0.11208715569655082
0.5920359238040604,0.07452420683070003,0.042789869967610944
0.7866812015370183,9.708210089406031e-05,0.04722046235534557
0.012968436672198153,0.6954874956042728,0.7653345424221423
0.4147105964237199,0.06271000774199638,0.12865548450131126
0.7668739654625168,0.0001630344446111,0.051152610348871135
0.8966917889724417,0.13661186525994934,0.0011931199719526586
0.18367152941698828,0.32637915254895206,0.08947060119260251
0.45953353141051323,0.2503935758368127,0.028218313185521152
0.026211952468356666,0.7062058654922895,0.36357835575919323
0.33440694367563584,0.09724132560290026,0.14770215543982407
0.4221104055840046,0.05990653376327586,0.12933849505924241
0.5798936422160558,0.2079589183556488,0.017315495616022004
0.01989188510991004,0.6214763899403632,0.6803904912997858
0.05895197398566882,0.38334140411626316,0.4142774185212581
0.9789854964498875,0.1250474207211345,0.00014061548983257033
0.7854097918548636,0.000198610767024169,0.04685475839614157
0.7862415525809324,0.00011074270942006133,0.04718156621575686
0.5700847763808926,0.21267935387093603,0.017808542526176346
0.07202895865425968,0.4954858880091926,0.1752286140546537
0.3538080392274242,0.10246283601119693,0.12660785698872082
0.7791917128968945,0.16042141888176303,0.005082591204599583
0.06755439861578824,0.3526259411756873,0.3849247468856576
0.04456491328270054,0.44886639088931424,0.4779016186584858
0.5453535706520132,0.02344203476137495,0.10287651897121698
0.786695067119482,9.659777838910821e-05,0.04722197234117772
0.786658415068219,9.659621026327868e-05,0.047222347498794955
0.7902406371508943,4.545232463265825e-05,0.04727204552794055
0.7862846616311111,0.00021103599511373673,0.046793531087123
0.5765635592062758,0.01726836921155424,0.09704099671931442
0.40781238442118384,0.06539814024546044,0.1341007801814112
0.5355332418995579,0.025556614540021682,0.10510844901550168
0.35924976188004704,0.09166419082505663,0.128409767261199
0.800411371962581,0.15611363428694103,0.004211071966937422
0.33672320664543554,0.0962025797793125,0.14756593327451603
0.5600789203371254,0.02048366264194218,0.09935719408901326
0.015921260597821334,0.7959221280646758,0.5061845350615019
0.7246088893460104,0.0013259646429011442,0.06075152452803464
0.07580594600033813,0.3735968052948033,0.18569237185327797
0.794533674479876,0.15774776409058605,0.0044290610638675985
0.7104352522208393,0.17605104645290964,0.008429269184686764
0.5961377594316237,0.20179488058347173,0.015807634964509223
0.859370472420335,0.1433298695588536,0.002129470268367423
0.7866952164129954,8.036870459685871e-05,0.047349310463339005
0.3031200378726305,0.30680823088600817,0.05196769643242301
0.7960447634309954,0.0001838603976643207,0.045611469479913534
0.7722179180338906,0.00016908773470817072,0.05026728381287848
0.6102882094440493,0.03695275576140962,0.03695258397843521
0.3710268715042813,0.2833593990970968,0.03958158224712381
0.32123407401737064,0.1072123776409699,0.1071740317178152
0.6985496244806793,0.0026094897221500065,0.06749078800741322
0.4068142390539215,0.2700970478227874,0.03459173523005639
0.41237580583341094,0.266230335078671,0.03459171844513021
0.7665671114848298,0.16328956895274768,0.005690783962580057
0.026722969066836855,0.7249718655967454,0.36171542764910397
0.0633080209695357,0.36696920090628876,0.399437946390647
0.786483346747215,0.0001597268781237872,0.046901479509390706
0.39530264386063446,0.07041144349106893,0.13564390258114714
0.002884131994535507,0.9063804129950885,0.875017250991678
0.786400932110728,0.0001832397053105977,0.04688968584350723
0.3982921792406006,0.06921244560554383,0.13355091996284893
0.5701202882524903,0.21041857151322715,0.017852488824199975
0.6639606387777173,0.18458688045808214,0.011214063536579291
0.562956824986031,0.019830386295277787,0.09898819003727886
0.8050554938646282,0.00027476580404043347,0.044523859427382934
0.14262909762834844,0.21794353058899096,0.20350067723479695
0.70395022728817,0.002330098792233143,0.06521174670729923
0.6669088352468551,0.18629650125197614,0.010942280618093417
0.7865665736853108,8.993992505259862e-05,0.04723547389079991
0.6753142539811519,0.1832078175302851,0.010423632623477789
0.48674402735951605,0.0540501588767532,0.10163052617000543
0.9753997071073726,0.06283013208347048,0.00425862394233143
0.6073742197746701,0.19854447904292963,0.01500904929789305
0.639279625267569,0.08897175372622147,0.01895973222665534
0.5292194503240076,0.22343016017301243,0.021450314709896053
0.5321456129564623,0.21315759882106766,0.023391205440644477
0.6593783167057461,0.18795445187262455,0.011452841120263695
0.6098439336412534,0.19625370002607206,0.014872789160073476
0.7747672617599515,0.15918197002913298,0.005418777397086099
0.025288417934197168,0.573977665839815,0.6162084578498409
0.3135305130535764,0.3040121819032475,0.049836556674679774
0.4045984824637361,0.11917715371446118,0.05142768815998654
0.6719019356743885,0.004605709489674186,0.07324712643541675
0.8967352871839012,0.13592703236289735,0.001315802732993234
